source	user	time	url	selected text	rating
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_SModcast_episodes		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/This_American_Life		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Douglas_Adams		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Yield_sign		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Julia_Roberts		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Waltz		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Hobbit		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Anthroposophical_medicine		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pro-Test		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Cancer_treatment		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Republican_Party_(United_States)		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Phelps_County,_Missouri		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/US_Airways_Flight_1549		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Project_Chanology		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Enola_Gay		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Economic_democracy		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Reader's_Digest_Condensed_Books		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Oil_lamp		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ryanair		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/English_passive_voice		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Supercallifragilisticexpialidocious		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/bread		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Auction		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/US_CDC		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/History_of_Somalia		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Crony_capitalism		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Effects_of_the_2008-2010_automotive_industry_crisis_on_Canada		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Breast-cancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Religion		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Reproductive_rights		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tom_Cruise_and_Scientology		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bob_Dylan		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Gerson_method		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mars_to_Stay		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marwan_Barghouti		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Late_termination_of_pregnancy		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_The_Office_(U.S._TV_series)_episodes		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nintendo_DS		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/First_Palestinian_Intifada		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bruce_Lee		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/United_States_presidential_election,_2004		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Christmas_tradition		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Barbara_Jordan		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Criticism_of_Mormonism		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/ARC_triangle		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Hitchhiker's_Guide_to_the_Galaxy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Producers_(Broadway)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Light_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/His_Holiness_the_XIVth_Dalai_Lama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bellevue_Baptist_Church		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/History_of_Chicago		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Toilet		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Golden_Globe_Award_for_Best_Actress_-_Motion_Picture_Drama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Viennese_Waltz		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dan_Savage		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Rss		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Late-term_abortion		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Flag_(Scientology)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Occupational_Safety_and_Health_Administration		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Morning_Edition		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Governorship_of_Sarah_Palin		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dali_lama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Breast_cancer_risks		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Lord's_Prayer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Cement		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/You_tube		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Formation_and_evolution_of_the_Solar_System		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Barrack_obama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/General_Location_of_National_System_of_Interstate_Highways		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Adrian_College		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jack_Ruby		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/John_Adams		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hip-hop_dance		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hyperthermia_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Wailers		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientology_and_abortion		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sacagawea		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Alternative_medicine		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/To_Be_or_Not_to_Be_(1942_film)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mecca		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/John_F._Kennedy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Zhuan_Falun		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Service_level		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/President		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/History_of_radiation_therapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Water_memory		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientific_creationism		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/February_23,_2004		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Inventory		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Naturopathy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Roe_v._Wade		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Wealth_of_Nations		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Banana_chip		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Berkshire-Hathaway		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pioneer_11		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Presidency_of_Barack_Obama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Web_development		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Salvation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/System		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ohio_Second_Congressional_District_Election,_2005		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/CEVA_Logistics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mrs._Winifred_Banks		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Varnish		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_female_american_movie_actors		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Open_marriage_relationship		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Yield_(finance)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pharaoh's_daughter_(wife_of_Solomon)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Burbank,_California		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/E._B._Nash		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Physics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/NASA_Goddard_Space_Flight_Center		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kaplan,_Inc		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Waltz_(music)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Same-sex_marriage_in_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Criticism_of_Islam		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/English_language		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Max_Gerson		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Management_of_prostate_cancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Margaret_Thatcher		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Operating_system		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Breast_cancer_treatment		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tom_Cruise		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Greeting_card		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Milky_Way		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jim_Gibbons_(United_States_politician)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Colorado_Avalanche		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Patrick_swayze		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/So_You_Think_You_Can_Dance_(season_2)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bond_fund		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Spontaneous_abortion		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Government_of_Hong_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Wind_power		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mosque		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pretty_Woman		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Money_in_the_Bank_ladder_match		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Traffic_collision		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ask_a_Ninja		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hongzhi_Li		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Temple_in_Jerusalem		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_(disambiguation)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hanukkah_stamps		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Parodies_of_Sarah_Palin		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mercury_poisoning		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Index_of_Hong_Kong-related_articles		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Rust_Belt		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ayn_Rand		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Rock_of_Ages_(musical)		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Adam_Carolla_Podcast		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Breast_cancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Celebrity_Masterchef		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Education		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Modern_dancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Christian_child's_prayer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientology_in_Australia		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Gas_planets		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Menorah_(Hanukiah)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kevin_Smith		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pakistan_Meteorological_Department		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bob_Jones_University		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/DeKalb_County,_Alabama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Advent_calendar		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Uses_of_podcasting		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/SPEAK_(animals)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/http://en.wikipedia.org/?title=Viennese_Waltz		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/News_broadcasting		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Proofing_(baking_technique)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong_International_Airport		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Robots		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Orchestral_Manoeuvres_in_the_Dark_(album)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Instant_coffee		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kingdom_(TV_series)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_nontheists_(surnames_A_to_B)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/United_States_presidential_election,_2008		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Islamic_architecture		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Intifada_of_Independence		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kick_(dance_move)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_production_topics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Building-integrated_photovoltaics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Palestinian-Israeli		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientolgy		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tiananmen_Square_protests_of_1989		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/War_on_terror		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/George_Orwell_books		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Vacuum_aspiration		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Miscaviage		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Writer_strike_2008		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Berkshire_Hathaway		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Secret_Life_of_the_American_Teenager_(Season_3)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Book_shop_shoplifting		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chung_Hing_sam_lam		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Brachytherapy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Al_Gore		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pete's_Basement		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Attention_Deficit_Disorder		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/William_Coley		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Scientific_opinion_on_climate_change		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Student_orientation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Risk_factors_for_breast_cancer		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong_Railway_Corporation		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jews		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Greek_Americans		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Theodore_Van_Kirk		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Republican_National_Committee		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Barack_Obama_presidential_campaign_endorsements,_2012		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Transport_in_Macau		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Self-induced_abortion		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Confirmation_bias		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hanukkiyah		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mirza_Tahir_Ahmad		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong_Airlines		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Louis_Vuitton		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Goods_of_Desire		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_New_School		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Las_Posadas		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Israel		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Stop_sign		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hong_Kong_Express		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Economy_of_the_People's_Republic_of_China		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/National_Christmas_Tree_(United_States)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Lord_of_the_Rings		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Cubit		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/P.O.D		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_Kong_(arcade)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Full_Body_Scanner		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Ian_Paisley,_Jr		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mitt_Romney		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Jigdral_Yeshe_Dorje_(2nd_Dudjom_Rinpoche)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Timeline_of_same-sex_marriage		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Dancing_with_the_Stars_(U.S._season_9)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/University_of_Hyderabad		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marine_aquarium		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abortion_in_India		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Assisted_suicide_in_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Airbus_A380		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Deaths_in_2006		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Robert_F._Kennedy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bin_Laden_family		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Helen_Thomas		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Male_homosexuality		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/H.R._Puffinstuff		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Moons		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Organized_retail_crime		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Environmental_economics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/California_Proposition_8_(2008)		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sun		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Birth_certificate		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/You_Don't_Know_Jack_(film)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kong_Hee		3
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bellevue_Hospital_Center		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Product_life-cycle_management_(marketing)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Illinois_Manufacturers'_Association		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/TWiT.tv		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/John_McCain		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Communism		1
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Oscar_Robertson		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/George_Orwell/1984		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Flag_of_Hong_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_atheist_authors		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Breast_cancer_treatments		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/China		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Solar_System_objects_in_hydrostatic_equilibrium		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Thomas_Jefferson		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Homoeopathy_in_New_Zealand		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Christianity_and_Hinduism		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/British_Invasion		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Search_engine_optimization		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Solar-system		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hanukka		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Pro-choice		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Third-party_logistics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Podcatcher		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Apple_inc		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/MTR		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Exemplified_copy		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Kalachakra		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Planets_in_astrology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Terror_bombing		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_vegans		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Zune		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Caucasian_Albania		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Oprah_Winfrey		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/French_Valse_Boston		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hyperthermia		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Animal_testing		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Mandarin_Oriental,_Hong_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Flour		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/WingNut_Films_(production_company)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/The_Human_Zoo_(radio)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_Jewish_prayers_and_blessings		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Grand_Central_Terminal		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sublime_(band)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Nanotechnology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Abraham_Lincoln_and_slavery		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Extrasolar_biology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/St._Joseph%27s_College,_Hong_Kong		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Retronauts		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_dancers		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Orchestral_Manoeuvres_in_the_Dark_discography		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/List_of_2P_START!_Live!_episodes		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Timeline_of_the_Presidency_of_Barack_Obama_(2009)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Menorah_(Temple)		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Marvel_Comics		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Sarah_Palin_interviews_with_Katie_Couric		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Tea_Party_movement		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Obama_administration		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Miami_Ballpark		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Purification_Rundown		2
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Research_and_development		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Awards_and_honors_presented_to_the_14th_Dalai_Lama		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Education_in_the_United_States		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Walking_Boston		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Red_tide		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Early_life_of_L._Ron_Hubbard		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Hiram_I		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Voyager_Books		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/12_planets		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Synanon		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Job_Corps		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Donkey_Kong_Jungle_Fever		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Edward_R._Murrow		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/BillClinton		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Chicago_Public_Radio		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Meteorology		4
shiri	unknown user	unknown time	http://en.wikipedia.org/wiki/Bin_Laden_Issue_Station		4
